"drug","cell_line","tissue_type","ic50","source"
"Temsirolimus","COLO679","SKIN","1.38","COSMIC"
"Temsirolimus","COLO680N","UPPER:AERODIGESTIVE:TRACT","0.29","COSMIC"
"Temsirolimus","COLO684","UTERUS","0.01","COSMIC"
"Temsirolimus","COLO741","GI:TRACT","0.75","COSMIC"
"Temsirolimus","COLO792","SKIN","0.27","COSMIC"
"Temsirolimus","COLO800","SKIN","0.13","COSMIC"
"Temsirolimus","COLO824","BREAST","18.02","COSMIC"
"Temsirolimus","COLO829","SKIN","6.48","COSMIC"
"Temsirolimus","CORL105","LUNG","0.05","COSMIC"
"Temsirolimus","CORL23","LUNG","2.91","COSMIC"
"Temsirolimus","CORL88","LUNG","2.45","COSMIC"
"Temsirolimus","CP50MELB","SKIN","1.84","COSMIC"
"Temsirolimus","CP66MEL","SKIN","3.73","COSMIC"
"Temsirolimus","CTB1","BLOOD","0.00","COSMIC"
"Temsirolimus","CTV1","BLOOD","0.86","COSMIC"
"Temsirolimus","CW2","GI:TRACT","21.21","COSMIC"
"Temsirolimus","D247MG","CENTRAL:NERVOUS:SYSTEM","0.29","COSMIC"
"Temsirolimus","D263MG","CENTRAL:NERVOUS:SYSTEM","0.16","COSMIC"
"Temsirolimus","D283MED","CENTRAL:NERVOUS:SYSTEM","6.82","COSMIC"
"Temsirolimus","D336MG","CENTRAL:NERVOUS:SYSTEM","0.08","COSMIC"
"Temsirolimus","D392MG","CENTRAL:NERVOUS:SYSTEM","0.25","COSMIC"
"Temsirolimus","D423MG","CENTRAL:NERVOUS:SYSTEM","0.43","COSMIC"
"Temsirolimus","D502MG","CENTRAL:NERVOUS:SYSTEM","1.91","COSMIC"
"Temsirolimus","D542MG","CENTRAL:NERVOUS:SYSTEM","0.08","COSMIC"
"Temsirolimus","D566MG","CENTRAL:NERVOUS:SYSTEM","0.01","COSMIC"
"Temsirolimus","Daoy","CENTRAL:NERVOUS:SYSTEM","0.05","COSMIC"
"Temsirolimus","DB","BLOOD","0.00","COSMIC"
"Temsirolimus","DBTRG05MG","CENTRAL:NERVOUS:SYSTEM","0.21","COSMIC"
"Temsirolimus","DEL","BLOOD","0.01","COSMIC"
"Temsirolimus","DJM1","SKIN","3.83","COSMIC"
"Temsirolimus","DKMG","CENTRAL:NERVOUS:SYSTEM","0.31","COSMIC"
"Temsirolimus","DMS114","LUNG","0.12","COSMIC"
"Temsirolimus","DMS273","LUNG","0.73","COSMIC"
"Temsirolimus","DMS79","LUNG","3.83","COSMIC"
"Temsirolimus","DOHH2","BLOOD","0.02","COSMIC"
"Temsirolimus","DOK","UPPER:AERODIGESTIVE:TRACT","0.04","COSMIC"
"Temsirolimus","DoTc24510","UTERUS","1.78","COSMIC"
"Temsirolimus","DSH1","BLADDER","0.39","COSMIC"
"Temsirolimus","DU145","PROSTATE","0.56","COSMIC"
"Temsirolimus","DU4475","BREAST","0.01","COSMIC"
"Temsirolimus","ECC10","GI:TRACT","0.59","COSMIC"
"Temsirolimus","ECGI10","UPPER:AERODIGESTIVE:TRACT","0.52","COSMIC"
"Temsirolimus","EFM19","BREAST","0.08","COSMIC"
"Temsirolimus","EFO21","OVARY","1.30","COSMIC"
"Temsirolimus","EFO27","OVARY","0.03","COSMIC"
"Temsirolimus","EGI1","GI:TRACT","0.02","COSMIC"
"Temsirolimus","EKVX","LUNG","0.55","COSMIC"
"Temsirolimus","EM2","BLOOD","0.05","COSMIC"
"Temsirolimus","EoL1cell","BLOOD","0.02","COSMIC"
"Temsirolimus","EPLC272H","LUNG","0.92","COSMIC"
"Temsirolimus","ES1","BONE","0.02","COSMIC"
"Temsirolimus","ES3","BONE","0.09","COSMIC"
"Temsirolimus","ES4","BONE","0.04","COSMIC"
"Temsirolimus","ES5","BONE","0.06","COSMIC"
"Temsirolimus","ES6","BONE","0.27","COSMIC"
"Temsirolimus","ES7","BONE","0.09","COSMIC"
"Temsirolimus","ES8","BONE","0.01","COSMIC"
"Temsirolimus","ESS1","UTERUS","6.54","COSMIC"
"Temsirolimus","ETK1","GI:TRACT","0.03","COSMIC"
"Temsirolimus","EW11","BONE","0.02","COSMIC"
"Temsirolimus","EW13","BONE","0.01","COSMIC"
"Temsirolimus","EW16","BONE","0.03","COSMIC"
"Temsirolimus","EW18","BONE","0.49","COSMIC"
"Temsirolimus","EW1","BONE","0.20","COSMIC"
"Temsirolimus","EW22","BONE","0.31","COSMIC"
"Temsirolimus","EW24","BONE","0.29","COSMIC"
"Temsirolimus","EW3","BONE","0.05","COSMIC"
"Temsirolimus","FADU","UPPER:AERODIGESTIVE:TRACT","4.93","COSMIC"
"Temsirolimus","FTC133","THYROID","0.05","COSMIC"
"Temsirolimus","G361","SKIN","0.15","COSMIC"
"Temsirolimus","G401","KIDNEY","0.09","COSMIC"
"Temsirolimus","G402","SOFT:TISSUE","7.77","COSMIC"
"Temsirolimus","GAK","SKIN","1.50","COSMIC"
"Temsirolimus","GAMG","CENTRAL:NERVOUS:SYSTEM","0.00","COSMIC"
"Temsirolimus","GB1","CENTRAL:NERVOUS:SYSTEM","0.54","COSMIC"
"Temsirolimus","GCIY","GI:TRACT","0.25","COSMIC"
"Temsirolimus","GCT","SOFT:TISSUE","2.30","COSMIC"
"Temsirolimus","GI1","CENTRAL:NERVOUS:SYSTEM","0.11","COSMIC"
"Temsirolimus","GIMEN","CENTRAL:NERVOUS:SYSTEM","0.55","COSMIC"
"Temsirolimus","GMS10","CENTRAL:NERVOUS:SYSTEM","0.62","COSMIC"
"Temsirolimus","GOTO","CENTRAL:NERVOUS:SYSTEM","1.22","COSMIC"
"Temsirolimus","GP5d","GI:TRACT","5.06","COSMIC"
"Temsirolimus","GRST","BLOOD","0.03","COSMIC"
"Temsirolimus","GT3TKB","GI:TRACT","0.09","COSMIC"
"Temsirolimus","H4","CENTRAL:NERVOUS:SYSTEM","0.00","COSMIC"
"Temsirolimus","H9","BLOOD","0.00","COSMIC"
"Temsirolimus","HAL01","BLOOD","0.47","COSMIC"
"Temsirolimus","HC1","BLOOD","0.10","COSMIC"
"Temsirolimus","HCC1187","BREAST","24.38","COSMIC"
"Temsirolimus","HCC1395","BREAST","2.77","COSMIC"
"Temsirolimus","HCC1419","BREAST","0.03","COSMIC"
"Temsirolimus","HCC1569","BREAST","4.20","COSMIC"
"Temsirolimus","HCC1806","BREAST","0.51","COSMIC"
"Temsirolimus","HCC1937","BREAST","11.24","COSMIC"
"Temsirolimus","HCC1954","BREAST","2.52","COSMIC"
"Temsirolimus","HCC2218","BREAST","0.66","COSMIC"
"Temsirolimus","HCC2998","GI:TRACT","3.85","COSMIC"
"Temsirolimus","HCC38","BREAST","1.32","COSMIC"
"Temsirolimus","HCC70","BREAST","0.16","COSMIC"
"Temsirolimus","HCE4","UPPER:AERODIGESTIVE:TRACT","3.00","COSMIC"
"Temsirolimus","HCET","UPPER:AERODIGESTIVE:TRACT","0.05","COSMIC"
"Temsirolimus","HCT116","GI:TRACT","3.40","COSMIC"
"Temsirolimus","HCT15","GI:TRACT","15.81","COSMIC"
"Temsirolimus","HDLM2","BLOOD","1.17","COSMIC"
"Temsirolimus","HDMYZ","BLOOD","0.02","COSMIC"
"Temsirolimus","HEC1","UTERUS","0.36","COSMIC"
"Temsirolimus","HEL","BLOOD","0.16","COSMIC"
"Temsirolimus","HEMCSS","BONE","0.77","COSMIC"
"Temsirolimus","HGC27","GI:TRACT","0.01","COSMIC"
"Temsirolimus","HH","BLOOD","0.00","COSMIC"
"Temsirolimus","HL60","BLOOD","0.31","COSMIC"
"Temsirolimus","HLE","LIVER","0.05","COSMIC"
"Temsirolimus","HMVII","SKIN","53.36","COSMIC"
"Temsirolimus","HN","UPPER:AERODIGESTIVE:TRACT","0.27","COSMIC"
"Temsirolimus","HO1N1","UPPER:AERODIGESTIVE:TRACT","0.01","COSMIC"
"Temsirolimus","HOP62","LUNG","4.51","COSMIC"
"Temsirolimus","HOP92","LUNG","0.22","COSMIC"
"Temsirolimus","HOS","BONE","0.15","COSMIC"
"Temsirolimus","HPAFII","PANCREAS","0.71","COSMIC"
"Temsirolimus","Hs578T","BREAST","0.07","COSMIC"
"Temsirolimus","HSC2","UPPER:AERODIGESTIVE:TRACT","0.20","COSMIC"
"Temsirolimus","HSC3","UPPER:AERODIGESTIVE:TRACT","0.04","COSMIC"
"Temsirolimus","HSC4","UPPER:AERODIGESTIVE:TRACT","0.00","COSMIC"
"Temsirolimus","HT1080","SOFT:TISSUE","0.02","COSMIC"
"Temsirolimus","HT1197","BLADDER","2.84","COSMIC"
"Temsirolimus","HT1376","BLADDER","0.83","COSMIC"
"Temsirolimus","HT144","SKIN","4.92","COSMIC"
"Temsirolimus","HT29","GI:TRACT","18.72","COSMIC"
"Temsirolimus","HT3","UTERUS","0.32","COSMIC"
"Temsirolimus","HT55","GI:TRACT","6.04","COSMIC"
"Temsirolimus","HT","BLOOD","0.03","COSMIC"
"Temsirolimus","HTCC3","THYROID","0.07","COSMIC"
"Temsirolimus","HuCCT1","GI:TRACT","1.60","COSMIC"
"Temsirolimus","HuH7","OTHER","0.01","COSMIC"
"Temsirolimus","HuO3N1","BONE","0.02","COSMIC"
"Temsirolimus","HuO9","BONE","0.18","COSMIC"
"Temsirolimus","HuPT3","PANCREAS","0.36","COSMIC"
"Temsirolimus","HuPT4","PANCREAS","2.67","COSMIC"
"Temsirolimus","HUTU80","GI:TRACT","43.29","COSMIC"
"Temsirolimus","IALM","LUNG","1.89","COSMIC"
"Temsirolimus","IGR1","SKIN","0.77","COSMIC"
"Temsirolimus","IGROV1","OVARY","0.04","COSMIC"
"Temsirolimus","ISTMEL1","SKIN","0.12","COSMIC"
"Temsirolimus","ISTMES1","LUNG","0.33","COSMIC"
"Temsirolimus","ISTSL1","LUNG","2.32","COSMIC"
"Temsirolimus","J82","BLADDER","0.15","COSMIC"
"Temsirolimus","JAR","OTHER","0.38","COSMIC"
"Temsirolimus","JEG3","OTHER","0.35","COSMIC"
"Temsirolimus","JRT3T35","BLOOD","0.01","COSMIC"
"Temsirolimus","JVM2","BLOOD","3.57","COSMIC"
"Temsirolimus","JVM3","BLOOD","0.00","COSMIC"
"Temsirolimus","K562","BLOOD","16.60","COSMIC"
"Temsirolimus","K5","THYROID","0.00","COSMIC"
"Temsirolimus","KALS1","CENTRAL:NERVOUS:SYSTEM","0.15","COSMIC"
"Temsirolimus","KARPAS299","BLOOD","0.87","COSMIC"
"Temsirolimus","KARPAS45","BLOOD","0.05","COSMIC"
"Temsirolimus","KASUMI1","BLOOD","0.06","COSMIC"
"Temsirolimus","KE37","BLOOD","0.02","COSMIC"
"Temsirolimus","KG1","BLOOD","0.01","COSMIC"
"Temsirolimus","KGN","OVARY","0.30","COSMIC"
"Temsirolimus","KINGS1","CENTRAL:NERVOUS:SYSTEM","0.31","COSMIC"
"Temsirolimus","KLE","UTERUS","1.59","COSMIC"
"Temsirolimus","KM12","GI:TRACT","0.88","COSMIC"
"Temsirolimus","KMH2","BLOOD","0.58","COSMIC"
"Temsirolimus","KMOE2","BLOOD","0.23","COSMIC"
"Temsirolimus","KNS42","CENTRAL:NERVOUS:SYSTEM","0.27","COSMIC"
"Temsirolimus","KNS62","LUNG","0.05","COSMIC"
"Temsirolimus","KNS81FD","CENTRAL:NERVOUS:SYSTEM","0.14","COSMIC"
"Temsirolimus","KOSC2","UPPER:AERODIGESTIVE:TRACT","0.17","COSMIC"
"Temsirolimus","KP4","PANCREAS","0.12","COSMIC"
"Temsirolimus","KPNYN","CENTRAL:NERVOUS:SYSTEM","5.15","COSMIC"
"Temsirolimus","KPNYS","CENTRAL:NERVOUS:SYSTEM","0.27","COSMIC"
"Temsirolimus","KS1","CENTRAL:NERVOUS:SYSTEM","0.06","COSMIC"
"Temsirolimus","KU1919","BLADDER","0.23","COSMIC"
"Temsirolimus","KU812","BLOOD","4.47","COSMIC"
"Temsirolimus","KURAMOCHI","OVARY","3.08","COSMIC"
"Temsirolimus","KY821","BLOOD","0.73","COSMIC"
"Temsirolimus","KYSE140","UPPER:AERODIGESTIVE:TRACT","0.16","COSMIC"
"Temsirolimus","KYSE150","UPPER:AERODIGESTIVE:TRACT","2.92","COSMIC"
"Temsirolimus","KYSE180","UPPER:AERODIGESTIVE:TRACT","0.45","COSMIC"
"Temsirolimus","KYSE270","UPPER:AERODIGESTIVE:TRACT","0.17","COSMIC"
"Temsirolimus","KYSE410","UPPER:AERODIGESTIVE:TRACT","0.18","COSMIC"
"Temsirolimus","KYSE450","UPPER:AERODIGESTIVE:TRACT","0.55","COSMIC"
"Temsirolimus","KYSE510","UPPER:AERODIGESTIVE:TRACT","0.54","COSMIC"
"Temsirolimus","KYSE520","UPPER:AERODIGESTIVE:TRACT","0.14","COSMIC"
"Temsirolimus","KYSE70","UPPER:AERODIGESTIVE:TRACT","0.75","COSMIC"
"Temsirolimus","L363","BLOOD","0.00","COSMIC"
"Temsirolimus","L428","BLOOD","0.96","COSMIC"
"Temsirolimus","LAMA84","BLOOD","0.00","COSMIC"
"Temsirolimus","LAN6","CENTRAL:NERVOUS:SYSTEM","6.28","COSMIC"
"Temsirolimus","LB1047RCC","KIDNEY","0.06","COSMIC"
"Temsirolimus","LB2241RCC","KIDNEY","0.04","COSMIC"
"Temsirolimus","LB2518MEL","SKIN","3.16","COSMIC"
"Temsirolimus","LB373MELD","SKIN","3.18","COSMIC"
"Temsirolimus","LB771HNC","UPPER:AERODIGESTIVE:TRACT","0.86","COSMIC"
"Temsirolimus","LB831BLC","BLADDER","0.52","COSMIC"
"Temsirolimus","LC2ad","LUNG","0.47","COSMIC"
"Temsirolimus","LCLC103H","LUNG","1.29","COSMIC"
"Temsirolimus","LCLC97TM1","LUNG","0.91","COSMIC"
"Temsirolimus","LK2","LUNG","0.33","COSMIC"
"Temsirolimus","LN405","CENTRAL:NERVOUS:SYSTEM","0.14","COSMIC"
"Temsirolimus","LNCaPCloneFGC","OTHER","0.19","COSMIC"
"Temsirolimus","LoVo","GI:TRACT","3.24","COSMIC"
"Temsirolimus","LOXIMVI","SKIN","0.12","COSMIC"
"Temsirolimus","LS1034","GI:TRACT","1.64","COSMIC"
"Temsirolimus","LS123","GI:TRACT","2.17","COSMIC"
"Temsirolimus","LS411N","GI:TRACT","5.39","COSMIC"
"Temsirolimus","LS513","GI:TRACT","8.53","COSMIC"
"Temsirolimus","LU134A","LUNG","0.03","COSMIC"
"Temsirolimus","LU135","LUNG","0.48","COSMIC"
"Temsirolimus","LU139","LUNG","0.05","COSMIC"
"Temsirolimus","LU65","LUNG","1.77","COSMIC"
"Temsirolimus","LU99A","LUNG","0.13","COSMIC"
"Temsirolimus","LXF289","LUNG","0.15","COSMIC"
"Temsirolimus","M059J","CENTRAL:NERVOUS:SYSTEM","0.12","COSMIC"
"Temsirolimus","M14","SKIN","0.46","COSMIC"
"Temsirolimus","MC116","BLOOD","0.03","COSMIC"
"Temsirolimus","MCF7","BREAST","0.57","COSMIC"
"Temsirolimus","MCIXC","CENTRAL:NERVOUS:SYSTEM","2.03","COSMIC"
"Temsirolimus","MDAMB157","BREAST","13.83","COSMIC"
"Temsirolimus","MDAMB175VII","BREAST","0.36","COSMIC"
"Temsirolimus","MDAMB231","BREAST","0.68","COSMIC"
"Temsirolimus","MDAMB361","BREAST","1.45","COSMIC"
"Temsirolimus","MDAMB415","BREAST","0.04","COSMIC"
"Temsirolimus","MDAMB453","BREAST","0.78","COSMIC"
"Temsirolimus","ME180","UTERUS","0.11","COSMIC"
"Temsirolimus","MEG01","BLOOD","0.09","COSMIC"
"Temsirolimus","MELHO","SKIN","0.03","COSMIC"
"Temsirolimus","MELJUSO","SKIN","0.07","COSMIC"
"Temsirolimus","Mewo","SKIN","0.05","COSMIC"
"Temsirolimus","MFE280","UTERUS","0.48","COSMIC"
"Temsirolimus","MFHino","SOFT:TISSUE","8.53","COSMIC"
"Temsirolimus","MFM223","BREAST","0.58","COSMIC"
"Temsirolimus","MG63","BONE","0.14","COSMIC"
"Temsirolimus","MHHES1","BONE","0.09","COSMIC"
"Temsirolimus","MHHNB11","CENTRAL:NERVOUS:SYSTEM","6.47","COSMIC"
"Temsirolimus","MHHPREB1","BLOOD","0.00","COSMIC"
"Temsirolimus","MIAPaCa2","PANCREAS","0.30","COSMIC"
"Temsirolimus","MKN1","GI:TRACT","0.68","COSMIC"
"Temsirolimus","MKN28","GI:TRACT","0.98","COSMIC"
"Temsirolimus","MKN45","GI:TRACT","0.60","COSMIC"
"Temsirolimus","MKN7","GI:TRACT","6.12","COSMIC"
"Temsirolimus","ML2","BLOOD","1.90","COSMIC"
"Temsirolimus","MLMA","BLOOD","0.00","COSMIC"
"Temsirolimus","MMACSF","SKIN","1.00","COSMIC"
"Temsirolimus","MN60","BLOOD","0.02","COSMIC"
"Temsirolimus","MOLT13","BLOOD","8.54","COSMIC"
"Temsirolimus","MOLT16","BLOOD","0.01","COSMIC"
"Temsirolimus","MOLT4","BLOOD","0.00","COSMIC"
"Temsirolimus","MoT","BLOOD","19.91","COSMIC"
"Temsirolimus","MPP89","LUNG","0.59","COSMIC"
"Temsirolimus","MS1","LUNG","0.30","COSMIC"
"Temsirolimus","MSTO211H","LUNG","0.06","COSMIC"
"Temsirolimus","MV411","BLOOD","0.02","COSMIC"
"Temsirolimus","MZ1PC","PANCREAS","5.75","COSMIC"
"Temsirolimus","MZ2MEL","SKIN","0.06","COSMIC"
"Temsirolimus","MZ7mel","SKIN","0.16","COSMIC"
"Temsirolimus","NB10","CENTRAL:NERVOUS:SYSTEM","0.21","COSMIC"
"Temsirolimus","NB12","CENTRAL:NERVOUS:SYSTEM","1.39","COSMIC"
"Temsirolimus","NB13","CENTRAL:NERVOUS:SYSTEM","0.54","COSMIC"
"Temsirolimus","NB14","CENTRAL:NERVOUS:SYSTEM","0.10","COSMIC"
"Temsirolimus","NB17","CENTRAL:NERVOUS:SYSTEM","8.21","COSMIC"
"Temsirolimus","NB5","CENTRAL:NERVOUS:SYSTEM","0.11","COSMIC"
"Temsirolimus","NB69","CENTRAL:NERVOUS:SYSTEM","0.01","COSMIC"
"Temsirolimus","NB6","CENTRAL:NERVOUS:SYSTEM","2.93","COSMIC"
"Temsirolimus","NB7","CENTRAL:NERVOUS:SYSTEM","0.02","COSMIC"
"Temsirolimus","NBsusSR","CENTRAL:NERVOUS:SYSTEM","0.02","COSMIC"
"Temsirolimus","NCIH1048","LUNG","3.27","COSMIC"
"Temsirolimus","NCIH1092","LUNG","0.45","COSMIC"
"Temsirolimus","NCIH1155","LUNG","0.06","COSMIC"
"Temsirolimus","NCIH1299","LUNG","0.19","COSMIC"
"Temsirolimus","NCIH1304","LUNG","0.35","COSMIC"
"Temsirolimus","NCIH1355","LUNG","0.06","COSMIC"
"Temsirolimus","NCIH1395","LUNG","2.95","COSMIC"
"Temsirolimus","NCIH1437","LUNG","0.10","COSMIC"
"Temsirolimus","NCIH1563","LUNG","0.11","COSMIC"
"Temsirolimus","NCIH1573","LUNG","0.77","COSMIC"
"Temsirolimus","NCIH1581","LUNG","0.78","COSMIC"
"Temsirolimus","NCIH1623","LUNG","1.27","COSMIC"
"Temsirolimus","NCIH1648","LUNG","0.18","COSMIC"
"Temsirolimus","NCIH1650","LUNG","0.55","COSMIC"
"Temsirolimus","NCIH1651","LUNG","0.56","COSMIC"
"Temsirolimus","NCIH1666","LUNG","55.36","COSMIC"
"Temsirolimus","NCIH1693","LUNG","0.09","COSMIC"
"Temsirolimus","NCIH1703","LUNG","0.02","COSMIC"
"Temsirolimus","NCIH1755","LUNG","3.05","COSMIC"
"Temsirolimus","NCIH1770","LUNG","3.79","COSMIC"
"Temsirolimus","NCIH1792","LUNG","0.68","COSMIC"
"Temsirolimus","NCIH1793","LUNG","0.05","COSMIC"
"Temsirolimus","NCIH1838","LUNG","0.28","COSMIC"
"Temsirolimus","NCIH1975","LUNG","1.69","COSMIC"
"Temsirolimus","NCIH1993","LUNG","15.20","COSMIC"
"Temsirolimus","NCIH2009","LUNG","18.61","COSMIC"
"Temsirolimus","NCIH2029","LUNG","14.36","COSMIC"
"Temsirolimus","NCIH2030","LUNG","0.10","COSMIC"
"Temsirolimus","NCIH2052","LUNG","5.04","COSMIC"
"Temsirolimus","NCIH2087","LUNG","2.71","COSMIC"
"Temsirolimus","NCIH209","LUNG","0.15","COSMIC"
"Temsirolimus","NCIH2122","LUNG","3.97","COSMIC"
"Temsirolimus","NCIH2126","LUNG","0.06","COSMIC"
"Temsirolimus","NCIH2170","LUNG","0.41","COSMIC"
"Temsirolimus","NCIH2228","LUNG","0.71","COSMIC"
"Temsirolimus","NCIH226","LUNG","1.24","COSMIC"
"Temsirolimus","NCIH2291","LUNG","1.41","COSMIC"
"Temsirolimus","NCIH2342","LUNG","1.21","COSMIC"
"Temsirolimus","NCIH2347","LUNG","3.58","COSMIC"
"Temsirolimus","NCIH23","LUNG","0.78","COSMIC"
"Temsirolimus","NCIH2405","LUNG","4.69","COSMIC"
"Temsirolimus","NCIH2452","LUNG","0.28","COSMIC"
"Temsirolimus","NCIH28","LUNG","0.37","COSMIC"
"Temsirolimus","NCIH292","LUNG","0.01","COSMIC"
"Temsirolimus","NCIH358","LUNG","0.13","COSMIC"
"Temsirolimus","NCIH441","LUNG","1.59","COSMIC"
"Temsirolimus","NCIH446","LUNG","0.31","COSMIC"
"Temsirolimus","NCIH460","LUNG","272.80","COSMIC"
"Temsirolimus","NCIH510A","LUNG","11.88","COSMIC"
"Temsirolimus","NCIH520","LUNG","0.76","COSMIC"
"Temsirolimus","NCIH526","LUNG","0.06","COSMIC"
"Temsirolimus","NCIH596","LUNG","1.04","COSMIC"
"Temsirolimus","NCIH630","GI:TRACT","15.48","COSMIC"
"Temsirolimus","NCIH650","LUNG","2.82","COSMIC"
"Temsirolimus","NCIH661","LUNG","0.12","COSMIC"
"Temsirolimus","NCIH69","LUNG","9.55","COSMIC"
"Temsirolimus","NCIH720","LUNG","0.01","COSMIC"
"Temsirolimus","NCIH727","LUNG","0.47","COSMIC"
"Temsirolimus","NCIH747","GI:TRACT","1.32","COSMIC"
"Temsirolimus","NCIH810","LUNG","0.78","COSMIC"
"Temsirolimus","NCIH82","LUNG","0.03","COSMIC"
"Temsirolimus","NCIN87","GI:TRACT","0.18","COSMIC"
"Temsirolimus","NCISNU1","GI:TRACT","0.00","COSMIC"
"Temsirolimus","NCISNU5","GI:TRACT","1.39","COSMIC"
"Temsirolimus","NEC8","OTHER","3.52","COSMIC"
"Temsirolimus","NH12","CENTRAL:NERVOUS:SYSTEM","0.49","COSMIC"
"Temsirolimus","NKM1","BLOOD","0.20","COSMIC"
"Temsirolimus","NMCG1","CENTRAL:NERVOUS:SYSTEM","0.21","COSMIC"
"Temsirolimus","no10","CENTRAL:NERVOUS:SYSTEM","16.00","COSMIC"
"Temsirolimus","no11","CENTRAL:NERVOUS:SYSTEM","3.61","COSMIC"
"Temsirolimus","NOMO1","BLOOD","0.17","COSMIC"
"Temsirolimus","NOS1","BONE","0.73","COSMIC"
"Temsirolimus","NTERASclD1","OTHER","0.02","COSMIC"
"Temsirolimus","NUGC3","GI:TRACT","0.02","COSMIC"
"Temsirolimus","NY","BONE","1.19","COSMIC"
"Temsirolimus","OAW28","OVARY","7.15","COSMIC"
"Temsirolimus","OAW42","OVARY","0.24","COSMIC"
"Temsirolimus","OC314","OVARY","0.02","COSMIC"
"Temsirolimus","OCIAML2","BLOOD","0.24","COSMIC"
"Temsirolimus","OCUBM","BREAST","0.35","COSMIC"
"Temsirolimus","OE19","UPPER:AERODIGESTIVE:TRACT","65.98","COSMIC"
"Temsirolimus","OE33","UPPER:AERODIGESTIVE:TRACT","0.23","COSMIC"
"Temsirolimus","OMC1","UTERUS","0.50","COSMIC"
"Temsirolimus","ONS76","CENTRAL:NERVOUS:SYSTEM","0.03","COSMIC"
"Temsirolimus","OSRC2","KIDNEY","0.02","COSMIC"
"Temsirolimus","OVCAR3","OVARY","4.89","COSMIC"
"Temsirolimus","OVCAR4","OVARY","1.45","COSMIC"
"Temsirolimus","OVCAR5","OVARY","0.12","COSMIC"
"Temsirolimus","OVCAR8","OVARY","0.14","COSMIC"
"Temsirolimus","P12ICHIKAWA","BLOOD","0.01","COSMIC"
"Temsirolimus","P30OHK","BLOOD","0.64","COSMIC"
"Temsirolimus","PA1","OVARY","0.00","COSMIC"
"Temsirolimus","PANC0327","PANCREAS","1.84","COSMIC"
"Temsirolimus","PANC0813","PANCREAS","0.70","COSMIC"
"Temsirolimus","PANC1005","PANCREAS","0.16","COSMIC"
"Temsirolimus","PC14","LUNG","0.32","COSMIC"
"Temsirolimus","PC3","OTHER","0.01","COSMIC"
"Temsirolimus","PFSK1","CENTRAL:NERVOUS:SYSTEM","0.03","COSMIC"
"Temsirolimus","PSN1","PANCREAS","0.39","COSMIC"
"Temsirolimus","QIMRWIL","BLOOD","0.01","COSMIC"
"Temsirolimus","Ramos2G64C10","BLOOD","0.00","COSMIC"
"Temsirolimus","RCC10RGB","KIDNEY","6.70","COSMIC"
"Temsirolimus","RCM1","GI:TRACT","9.04","COSMIC"
"Temsirolimus","RD","SOFT:TISSUE","0.15","COSMIC"
"Temsirolimus","RERFLCMS","LUNG","0.55","COSMIC"
"Temsirolimus","RH18","SOFT:TISSUE","3.00","COSMIC"
"Temsirolimus","RH1","SOFT:TISSUE","0.49","COSMIC"
"Temsirolimus","RKO","GI:TRACT","0.14","COSMIC"
"Temsirolimus","RMGI","OVARY","1.17","COSMIC"
"Temsirolimus","RO82W1","THYROID","0.90","COSMIC"
"Temsirolimus","RPMI2650","UPPER:AERODIGESTIVE:TRACT","0.12","COSMIC"
"Temsirolimus","RPMI7951","SKIN","0.04","COSMIC"
"Temsirolimus","RPMI8226","BLOOD","0.00","COSMIC"
"Temsirolimus","RPMI8866","BLOOD","0.03","COSMIC"
"Temsirolimus","RS411","BLOOD","0.01","COSMIC"
"Temsirolimus","RT112","BLADDER","0.05","COSMIC"
"Temsirolimus","RVH421","SKIN","0.19","COSMIC"
"Temsirolimus","RXF393","KIDNEY","0.02","COSMIC"
"Temsirolimus","S117","SOFT:TISSUE","0.11","COSMIC"
"Temsirolimus","Saos2","BONE","1.66","COSMIC"
"Temsirolimus","SAS","UPPER:AERODIGESTIVE:TRACT","1.55","COSMIC"
"Temsirolimus","SBC1","LUNG","0.00","COSMIC"
"Temsirolimus","SBC5","LUNG","0.10","COSMIC"
"Temsirolimus","SCC15","UPPER:AERODIGESTIVE:TRACT","0.13","COSMIC"
"Temsirolimus","SCC25","UPPER:AERODIGESTIVE:TRACT","0.72","COSMIC"
"Temsirolimus","SCC4","UPPER:AERODIGESTIVE:TRACT","0.50","COSMIC"
"Temsirolimus","SCC9","UPPER:AERODIGESTIVE:TRACT","4.22","COSMIC"
"Temsirolimus","SCH","GI:TRACT","0.39","COSMIC"
"Temsirolimus","SF126","CENTRAL:NERVOUS:SYSTEM","0.02","COSMIC"
"Temsirolimus","SF268","CENTRAL:NERVOUS:SYSTEM","0.54","COSMIC"
"Temsirolimus","SF295","CENTRAL:NERVOUS:SYSTEM","0.06","COSMIC"
"Temsirolimus","SF539","CENTRAL:NERVOUS:SYSTEM","0.12","COSMIC"
"Temsirolimus","SH4","SKIN","0.54","COSMIC"
"Temsirolimus","SHP77","LUNG","4.60","COSMIC"
"Temsirolimus","SiHa","UTERUS","0.30","COSMIC"
"Temsirolimus","SJRH30","SOFT:TISSUE","36.21","COSMIC"
"Temsirolimus","SJSA1","BONE","0.14","COSMIC"
"Temsirolimus","SKGIIIa","UTERUS","0.78","COSMIC"
"Temsirolimus","SKHEP1","LIVER","0.28","COSMIC"
"Temsirolimus","SKLMS1","SOFT:TISSUE","27.17","COSMIC"
"Temsirolimus","SKLU1","LUNG","0.10","COSMIC"
