"cell_line","drug","ref"
"SKBR3#","Irinotecan","0.06614718"
"SKBR3#","L685458","8"
"SKBR3#","Lapatinib","0.19639183"
"SKBR3#","LBW242","8"
"SKBR3#","Nilotinib","8"
"SKBR3#","Nutlin3","8"
"SKBR3#","Paclitaxel","0.01106446"
"SKBR3#","Panobinost","0.03178279"
"SKBR3#","PD0325901","8"
"SKBR3#","PD0332991","8"
"SKBR3#","PF2341066","8"
"SKBR3#","PHA665752","8"
"SKBR3#","PLX4720","8"
"SKBR3#","RAF265","2.96131467"
"SKBR3#","Sorafenib","8"
"SKBR3#","TAE684","8"
"SKBR3#","TKI258","8"
"SKBR3#","Topotecan","0.06286687"
"SKBR3#","ZD6474","8"
"SKCO1#","17AAG","0.05581841"
"SKCO1#","AEW541","5.90115118"
"SKCO1#","AZD0530","3.30003809"
"SKCO1#","AZD6244","0.92298483"
"SKCO1#","Erlotinib","8"
"SKCO1#","L685458","8"
"SKCO1#","Lapatinib","0.71562014"
"SKCO1#","LBW242","8"
"SKCO1#","Nilotinib","0.15920667"
"SKCO1#","Nutlin3","8"
"SKCO1#","Paclitaxel","8"
"SKCO1#","Panobinost","0.13543538"
"SKCO1#","PD0325901","0.12751257"
"SKCO1#","PD0332991","8"
"SKCO1#","PF2341066","8"
"SKCO1#","PHA665752","8"
"SKCO1#","PLX4720","8"
"SKCO1#","RAF265","5.15640783"
"SKCO1#","Sorafenib","8"
"SKCO1#","TAE684","0.91010206"
"SKCO1#","TKI258","7.27953052"
"SKCO1#","Topotecan","8"
"SKCO1#","ZD6474","3.17960977"
"SKES1#","17AAG","0.56319367"
"SKES1#","AEW541","0.87074184"
"SKES1#","AZD0530","8"
"SKES1#","AZD6244","8"
"SKES1#","Erlotinib","8"
"SKES1#","Irinotecan","0.02718289"
"SKES1#","L685458","5.35647821"
"SKES1#","Lapatinib","8"
"SKES1#","LBW242","8"
"SKES1#","Nilotinib","8"
"SKES1#","Nutlin3","8"
"SKES1#","Paclitaxel","0.00254261"
"SKES1#","Panobinost","0.02177268"
"SKES1#","PD0325901","8"
"SKES1#","PD0332991","8"
"SKES1#","PF2341066","3.43630552"
"SKES1#","PHA665752","8"
"SKES1#","PLX4720","8"
"SKES1#","RAF265","0.09614279"
"SKES1#","Sorafenib","8"
"SKES1#","TAE684","0.70767998"
"SKES1#","TKI258","2.51107049"
"SKES1#","Topotecan","0.04186838"
"SKES1#","ZD6474","8"
"SKGIIIa","17AAG","0.092"
"SKGIIIa","681640","25.633"
"SKGIIIa","A769662","81.959"
"SKGIIIa","ABT263","217.181"
"SKGIIIa","ABT888","742.016"
"SKGIIIa","AICAR","3203.803"
"SKGIIIa","AKTinhibit","83.809"
"SKGIIIa","AMG706","294.330"
"SKGIIIa","AP24534","14.764"
"SKGIIIa","AS601245","23.609"
"SKGIIIa","ATRA","395.321"
"SKGIIIa","AUY922","0.179"
"SKGIIIa","Axitinib","128.181"
"SKGIIIa","AZD2281","581.272"
"SKGIIIa","AZD6244","93.244"
"SKGIIIa","AZD6482","31.186"
"SKGIIIa","AZD7762","2.562"
"SKGIIIa","AZD8055","1.569"
"SKGIIIa","BAY613606","63.037"
"SKGIIIa","Bexarotene","145.280"
"SKGIIIa","BIBW2992","7.089"
"SKGIIIa","Bicalutami","96.017"
"SKGIIIa","BID1870","13.757"
"SKGIIIa","BIRB0796","296.332"
"SKGIIIa","Bleomycin","134.437"
"SKGIIIa","BMS754807","238.114"
"SKGIIIa","Bosutinib","53.577"
"SKGIIIa","Bryostatin","0.098"
"SKGIIIa","BX795","22.285"
"SKGIIIa","Camptothec","0.035"
"SKGIIIa","CEP701","0.391"
"SKGIIIa","CHIR99021","116.412"
"SKGIIIa","CI1040","61.977"
"SKGIIIa","Cisplatin","38.407"
"SKGIIIa","Cytarabine","2.523"
"SKGIIIa","DMOG","302.752"
"SKGIIIa","Docetaxel","0.007"
"SKGIIIa","Doxorubici","0.312"
"SKGIIIa","Elesclomol","0.121"
"SKGIIIa","Embelin","44.838"
"SKGIIIa","Epothilone","0.033"
"SKGIIIa","Etoposide","38.541"
"SKGIIIa","FH535","155.207"
"SKGIIIa","FTI277","52.102"
"SKGIIIa","GDC0449","1075.708"
"SKGIIIa","GDC0941","165.153"
"SKGIIIa","Gefitinib","4.928"
"SKGIIIa","Gemcitabin","0.810"
"SKGIIIa","GSK650394","477.098"
"SKGIIIa","GW441756","67.897"
"SKGIIIa","IPA3","3517.858"
"SKGIIIa","JNK9L","4.864"
"SKGIIIa","JNKInhibit","635.521"
"SKGIIIa","KU55933","268.294"
"SKGIIIa","Lenalidomi","686.365"
"SKGIIIa","LFMA13","657.956"
"SKGIIIa","Metformin","17533.895"
"SKGIIIa","Methotrexa","8.369"
"SKGIIIa","Midostauri","3.750"
"SKGIIIa","MitomycinC","0.379"
"SKGIIIa","MK2206","16.195"
"SKGIIIa","Nilotinib","292.137"
"SKGIIIa","NSC87877","1358.206"
"SKGIIIa","NU7441","99.150"
"SKGIIIa","Nutlin3a","743.942"
"SKGIIIa","NVPBEZ235","0.123"
"SKGIIIa","ObatoclaxM","4.656"
"SKGIIIa","OSI906","189.719"
"SKGIIIa","PAC1","302.089"
"SKGIIIa","Pazopanib","347.960"
"SKGIIIa","PD0325901","1.332"
"SKGIIIa","PD0332991","124.020"
"SKGIIIa","PD173074","316.297"
"SKGIIIa","PF562271","23.131"
"SKGIIIa","PLX4720","74.167"
"SKGIIIa","QS11","581.445"
"SKGIIIa","RDEA119","20.801"
"SKGIIIa","RO3306","229.422"
"SKGIIIa","SB216763","211.941"
"SKGIIIa","SB590885","626.338"
"SKGIIIa","Shikonin","4.368"
"SKGIIIa","SL01011","958.517"
"SKGIIIa","Temsirolim","1.322"
"SKGIIIa","Thapsigarg","0.968"
"SKGIIIa","Tipifarnib","99.377"
"SKGIIIa","Vinblastin","0.048"
"SKGIIIa","Vinorelbin","0.156"
"SKGIIIa","Vorinostat","4.619"
"SKGIIIa","VX702","306.640"
"SKGIIIa","ZM447439","19.176"
"SKHEP1#","17AAG","0.23015147"
"SKHEP1","17AAG","11.676"
"SKHEP1","681640","3.240"
"SKHEP1","A769662","65.909"
"SKHEP1","ABT263","133.223"
"SKHEP1","ABT888","399.202"
"SKHEP1#","AEW541","8"
"SKHEP1","AICAR","901.244"
"SKHEP1","AKTinhibit","70.175"
"SKHEP1","AMG706","177.868"
"SKHEP1","AP24534","0.335"
"SKHEP1","AS601245","4.839"
"SKHEP1","ATRA","196.104"
"SKHEP1","AUY922","0.003"
"SKHEP1","Axitinib","31.099"
"SKHEP1#","AZD0530","8"
"SKHEP1","AZD2281","174.392"
"SKHEP1","AZD6244","2.285"
"SKHEP1#","AZD6244","8"
"SKHEP1","AZD6482","31.925"
"SKHEP1","AZD7762","21.354"
"SKHEP1","AZD8055","2.545"
"SKHEP1","BAY613606","1.821"
"SKHEP1","Bexarotene","31.267"
"SKHEP1","BIBW2992","30.315"
"SKHEP1","Bicalutami","73.475"
"SKHEP1","BID1870","12.167"
"SKHEP1","BIRB0796","901.783"
"SKHEP1","Bleomycin","0.416"
"SKHEP1","BMS754807","1.393"
"SKHEP1","Bosutinib","2.003"
"SKHEP1","Bryostatin","0.175"
"SKHEP1","BX795","2.958"
"SKHEP1","Camptothec","0.007"
"SKHEP1","CEP701","0.032"
"SKHEP1","CHIR99021","241.943"
"SKHEP1","CI1040","5.902"
"SKHEP1","Cisplatin","28.604"
"SKHEP1","Cytarabine","0.557"
"SKHEP1","DMOG","83.102"
"SKHEP1","Docetaxel","0.002"
"SKHEP1","Doxorubici","0.026"
"SKHEP1","Elesclomol","1.157"
"SKHEP1","Embelin","9.514"
"SKHEP1","Epothilone","0.001"
"SKHEP1#","Erlotinib","7.89603710"
"SKHEP1","Etoposide","0.268"
"SKHEP1","FH535","2.874"
"SKHEP1","FTI277","6.577"
"SKHEP1","GDC0449","756.431"
"SKHEP1","GDC0941","375.312"
"SKHEP1","Gefitinib","6.678"
"SKHEP1","Gemcitabin","0.006"
"SKHEP1","GSK650394","6.305"
"SKHEP1","GW441756","113.479"
"SKHEP1","IPA3","137.556"
"SKHEP1#","Irinotecan","0.49454200"
"SKHEP1","JNK9L","0.411"
"SKHEP1","JNKInhibit","864.200"
"SKHEP1","KU55933","315.509"
"SKHEP1#","L685458","8"
"SKHEP1#","Lapatinib","8"
"SKHEP1#","LBW242","8"
"SKHEP1","Lenalidomi","520.067"
"SKHEP1","LFMA13","419.773"
"SKHEP1","Metformin","26078.750"
"SKHEP1","Methotrexa","1.053"
"SKHEP1","Midostauri","0.514"
"SKHEP1","MitomycinC","0.647"
"SKHEP1","MK2206","69.051"
"SKHEP1","Nilotinib","110.004"
"SKHEP1#","Nilotinib","8"
"SKHEP1","NSC87877","598.084"
"SKHEP1","NU7441","118.178"
"SKHEP1#","Nutlin3","8"
"SKHEP1","Nutlin3a","3.728"
"SKHEP1","NVPBEZ235","0.046"
"SKHEP1","ObatoclaxM","0.197"
"SKHEP1","OSI906","38.353"
"SKHEP1","PAC1","170.251"
"SKHEP1#","Paclitaxel","8"
"SKHEP1#","Panobinost","0.04099140"
"SKHEP1","Pazopanib","23.845"
"SKHEP1","PD0325901","0.183"
"SKHEP1#","PD0325901","8"
"SKHEP1","PD0332991","2.585"
"SKHEP1#","PD0332991","8"
"SKHEP1","PD173074","177.833"
"SKHEP1#","PF2341066","7.51715612"
"SKHEP1","PF562271","8.303"
"SKHEP1#","PHA665752","8"
"SKHEP1","PLX4720","11.269"
"SKHEP1#","PLX4720","8"
"SKHEP1","QS11","9.993"
"SKHEP1#","RAF265","0.17397424"
"SKHEP1","RDEA119","2.048"
"SKHEP1","RO3306","231.328"
"SKHEP1","SB216763","934.643"
"SKHEP1","SB590885","50.567"
"SKHEP1","Shikonin","0.549"
"SKHEP1","SL01011","386.591"
"SKHEP1#","Sorafenib","8"
"SKHEP1#","TAE684","4.22179874"
"SKHEP1","Temsirolim","0.284"
"SKHEP1","Thapsigarg","0.008"
"SKHEP1","Tipifarnib","0.715"
"SKHEP1#","TKI258","2.08093857"
"SKHEP1#","Topotecan","0.82817125"
"SKHEP1","Vinblastin","0.012"
"SKHEP1","Vinorelbin","0.005"
"SKHEP1","Vorinostat","2.736"
"SKHEP1","VX702","153.591"
"SKHEP1#","ZD6474","8"
"SKHEP1","ZM447439","8.676"
"SKLMS1#","17AAG","0.27226620"
"SKLMS1","A443654","0.277"
"SKLMS1","A769662","22.194"
"SKLMS1","A770041","164.413"
"SKLMS1#","AEW541","2.31529569"
"SKLMS1","AICAR","152128.100"
"SKLMS1","AKTinhibit","8.707"
"SKLMS1","AP24534","0.666"
"SKLMS1","AS601245","7.340"
"SKLMS1","AUY922","0.005"
"SKLMS1","AZ628","217.116"
"SKLMS1","AZD0530","179.847"
"SKLMS1#","AZD0530","8"
"SKLMS1#","AZD6244","8"
"SKLMS1","AZD6482","3.060"
"SKLMS1","BAY613606","14.823"
"SKLMS1","Bexarotene","7.578"
"SKLMS1","BI2536","0.059"
"SKLMS1","Bicalutami","113.785"
"SKLMS1","Bleomycin","2.650"
"SKLMS1","BMS509744","23.157"
"SKLMS1","BMS536924","4.791"
"SKLMS1","BMS754807","1.395"
"SKLMS1","Bortezomib","0.001"
"SKLMS1","Bryostatin","0.438"
"SKLMS1","CGP082996","108.912"
"SKLMS1","CGP60474","0.136"
"SKLMS1","CHIR99021","2.633"
"SKLMS1","CMK","1.397"
"SKLMS1","Cyclopamin","798.509"
"SKLMS1","Dasatinib","3.108"
"SKLMS1","DMOG","118.143"
"SKLMS1","Doxorubici","0.054"
"SKLMS1","Embelin","5.613"
"SKLMS1","Epothilone","0.001"
"SKLMS1","Erlotinib","141.140"
"SKLMS1#","Erlotinib","4.44535875"
"SKLMS1","Etoposide","0.554"
"SKLMS1","FH535","3.086"
"SKLMS1","FTI277","48.185"
"SKLMS1","Gemcitabin","0.001"
"SKLMS1","GNF2","132.786"
"SKLMS1","GSK269962A","32.252"
"SKLMS1","GSK650394","5.355"
"SKLMS1","GW843682X","0.074"
"SKLMS1","Imatinib","204.714"
"SKLMS1","IPA3","14.642"
"SKLMS1","JNK9L","0.454"
"SKLMS1","JW7521","0.014"
"SKLMS1","KIN001135","468.660"
"SKLMS1","Lapatinib","14.396"
"SKLMS1#","Lapatinib","7.13658428"
"SKLMS1#","LBW242","8"
"SKLMS1","LFMA13","128.296"
"SKLMS1","Metformin","1042973.18"
"SKLMS1","MG132","0.194"
"SKLMS1","Midostauri","0.354"
"SKLMS1","MitomycinC","0.440"
"SKLMS1","MS275","10.210"
"SKLMS1","NSC87877","9.382"
"SKLMS1#","Nutlin3","8"
"SKLMS1","NVPTAE684","1.159"
"SKLMS1","ObatoclaxM","0.315"
"SKLMS1","OSI906","187.034"
"SKLMS1","PAC1","106.030"
"SKLMS1","Paclitaxel","0.004"
"SKLMS1#","Paclitaxel","0.01877579"
"SKLMS1#","Panobinost","0.06376069"
"SKLMS1","Parthenoli","15.600"
"SKLMS1","Pazopanib","108.209"
"SKLMS1#","PD0325901","2.32338357"
"SKLMS1","PF02341066","1.766"
"SKLMS1#","PF2341066","6.12324714"
"SKLMS1","PF562271","9.688"
"SKLMS1","PHA665752","0.899"
"SKLMS1#","PHA665752","8"
"SKLMS1#","PLX4720","6.45037555"
"SKLMS1","Pyrimetham","539.287"
"SKLMS1","QS11","2.931"
"SKLMS1","Rapamycin","0.003"
"SKLMS1","Roscovitin","1469.796"
"SKLMS1","Salubrinal","40.269"
"SKLMS1","Shikonin","0.109"
"SKLMS1#","Sorafenib","8"
"SKLMS1","Sorafenib","85.548"
"SKLMS1","STritylLcy","8.977"
"SKLMS1","Sunitinib","3.818"
"SKLMS1#","TAE684","4.91607809"
"SKLMS1","Thapsigarg","0.000"
"SKLMS1","Tipifarnib","0.185"
"SKLMS1#","TKI258","2.20548629"
"SKLMS1#","Topotecan","0.17347785"
"SKLMS1","Vinorelbin","0.001"
"SKLMS1","VX680","1.221"
"SKLMS1","WH4023","137.995"
"SKLMS1","WZ184","457.306"
"SKLMS1","XMD885","28.541"
"SKLMS1#","ZD6474","6.58018302"
"SKLMS1","ZLLNleCHO","59.679"
"SKLU1","17AAG","0.031"
"SKLU1#","17AAG","0.03587212"
"SKLU1","681640","1.001"
"SKLU1","A769662","65.022"
"SKLU1","ABT263","4.639"
"SKLU1","ABT888","69.326"
"SKLU1#","AEW541","7.52801847"
"SKLU1","AICAR","1659.890"
"SKLU1","AKTinhibit","41.566"
"SKLU1","AMG706","115.995"
"SKLU1","AP24534","0.316"
"SKLU1","AS601245","4.621"
"SKLU1","ATRA","34.455"
"SKLU1","AUY922","0.019"
"SKLU1","Axitinib","121.100"
"SKLU1#","AZD0530","4.57315397"
"SKLU1","AZD2281","132.482"
"SKLU1","AZD6244","3.847"
"SKLU1#","AZD6244","8"
"SKLU1","AZD6482","28.249"
"SKLU1","AZD7762","0.085"
"SKLU1","AZD8055","0.393"
"SKLU1","BAY613606","2.023"
"SKLU1","Bexarotene","38.668"
"SKLU1","BIBW2992","40.201"
"SKLU1","Bicalutami","66.543"
"SKLU1","BID1870","8.385"
"SKLU1","BIRB0796","160.286"
"SKLU1","Bleomycin","0.999"
"SKLU1","BMS754807","0.244"
"SKLU1","Bosutinib","3.173"
"SKLU1","Bryostatin","0.074"
"SKLU1","BX795","6.164"
"SKLU1","Camptothec","0.005"
"SKLU1","CEP701","0.257"
"SKLU1","CHIR99021","185.437"
"SKLU1","CI1040","3.673"
"SKLU1","Cisplatin","7.332"
"SKLU1","Cytarabine","1.311"
"SKLU1","DMOG","65.158"
"SKLU1","Docetaxel","0.013"
"SKLU1","Doxorubici","0.013"
"SKLU1","Elesclomol","0.010"
"SKLU1","Embelin","7.168"
"SKLU1","Epothilone","0.001"
"SKLU1#","Erlotinib","8"
"SKLU1","Etoposide","1.289"
"SKLU1","FH535","3.260"
"SKLU1","FTI277","12.492"
"SKLU1","GDC0449","466.748"
"SKLU1","GDC0941","2.439"
"SKLU1","Gefitinib","3.592"
"SKLU1","Gemcitabin","0.001"
"SKLU1","GSK650394","3.953"
"SKLU1","GW441756","8.129"
"SKLU1","IPA3","18.704"
"SKLU1#","Irinotecan","0.24618133"
"SKLU1","JNK9L","0.987"
"SKLU1","JNKInhibit","26.788"
"SKLU1","KU55933","58.507"
"SKLU1#","L685458","8"
"SKLU1#","Lapatinib","8"
"SKLU1#","LBW242","3.13118996"
"SKLU1","Lenalidomi","173.369"
"SKLU1","LFMA13","122.704"
"SKLU1","Metformin","32409.630"
"SKLU1","Methotrexa","7.551"
"SKLU1","Midostauri","0.441"
"SKLU1","MitomycinC","0.002"
"SKLU1","MK2206","16.552"
"SKLU1#","Nilotinib","8"
"SKLU1","Nilotinib","91.952"
"SKLU1","NSC87877","964.652"
"SKLU1","NU7441","23.245"
"SKLU1#","Nutlin3","8"
"SKLU1","Nutlin3a","23.129"
"SKLU1","NVPBEZ235","0.026"
"SKLU1","ObatoclaxM","0.135"
"SKLU1","OSI906","3.748"
"SKLU1","PAC1","48.604"
"SKLU1#","Paclitaxel","0.02229322"
"SKLU1#","Panobinost","0.14629741"
"SKLU1","Pazopanib","3.176"
"SKLU1","PD0325901","0.289"
"SKLU1#","PD0325901","8"
"SKLU1","PD0332991","1.619"
"SKLU1#","PD0332991","8"
"SKLU1","PD173074","15.775"
"SKLU1#","PF2341066","8"
"SKLU1","PF562271","2.973"
"SKLU1#","PHA665752","8"
"SKLU1","PLX4720","12.172"
"SKLU1#","PLX4720","8"
"SKLU1","QS11","27.224"
"SKLU1#","RAF265","0.87509995"
"SKLU1","RDEA119","10.795"
"SKLU1","RO3306","19.574"
"SKLU1","SB216763","248.742"
"SKLU1","SB590885","564.200"
"SKLU1","Shikonin","0.751"
"SKLU1","SL01011","14.140"
"SKLU1#","Sorafenib","8"
"SKLU1#","TAE684","2.18169617"
"SKLU1","Temsirolim","0.103"
"SKLU1","Thapsigarg","0.001"
"SKLU1","Tipifarnib","3.534"
"SKLU1#","TKI258","3.95703506"
"SKLU1#","Topotecan","0.38300290"
"SKLU1","Vinblastin","0.019"
"SKLU1","Vinorelbin","0.052"
"SKLU1","Vorinostat","22.852"
"SKLU1","VX702","117.146"
"SKLU1#","ZD6474","2.85601019"
"SKLU1","ZM447439","34.080"
"SKM1","A443654","16.828"
"SKM1","A770041","501.883"
"SKM1","AZ628","74.821"
"SKM1","AZD0530","14.333"
"SKM1","BI2536","37.424"
"SKM1","BMS509744","39.396"
"SKM1","BMS536924","26.390"
"SKM1","Bortezomib","0.043"
"SKM1","CGP082996","32.351"
"SKM1","CGP60474","2.586"
"SKM1","CMK","16.605"
"SKM1","Cyclopamin","2661.808"
"SKM1","Dasatinib","8.957"
"SKM1","Erlotinib","224.110"
"SKM1","GNF2","22.553"
"SKM1","GSK269962A","164.906"
"SKM1","GW843682X","48.074"
"SKM1","Imatinib","306.365"
"SKM1","JW7521","78.747"
"SKM1","KIN001135","1066.312"
"SKM1","Lapatinib","22.519"
"SKM1","MG132","3.699"
"SKM1","MS275","558.436"
"SKM1","NVPTAE684","39.545"
"SKM1","Paclitaxel","9.330"
"SKM1","Parthenoli","1015.271"
"SKM1","PF02341066","385.359"
"SKM1","PHA665752","167.557"
"SKM1","Pyrimetham","176.948"
"SKM1","Rapamycin","9.791"
"SKM1","Roscovitin","898.821"
"SKM1","Salubrinal","2034.253"
"SKM1","Sorafenib","197.635"
"SKM1","STritylLcy","123.072"
"SKM1","Sunitinib","112.051"
"SKM1","VX680","52.430"
"SKM1","WH4023","675.975"
"SKM1","WZ184","277.683"
"SKM1","XMD885","291.759"
"SKM1","ZLLNleCHO","9.552"
"SKMEL1","A443654","40.937"
"SKMEL1","A770041","129.931"
"SKMEL1","AZ628","0.385"
"SKMEL1","AZD0530","212.554"
"SKMEL1","BI2536","2.315"
"SKMEL1","BMS509744","1615.483"
"SKMEL1","BMS536924","136.776"
"SKMEL1","Bortezomib","0.036"
"SKMEL1","CGP082996","33.440"
"SKMEL1","CGP60474","19.293"
"SKMEL1","CMK","103.813"
"SKMEL1","Cyclopamin","144.904"
"SKMEL1","Dasatinib","288.404"
"SKMEL1","Erlotinib","317.782"
"SKMEL1","GNF2","131.613"
"SKMEL1","GSK269962A","80.117"
"SKMEL1","GW843682X","0.833"
"SKMEL1","Imatinib","175.071"
"SKMEL1","JW7521","1.646"
"SKMEL1","KIN001135","401.517"
"SKMEL1","Lapatinib","225.747"
"SKMEL1","MG132","116.308"
"SKMEL1","MS275","8.080"
"SKMEL1","NVPTAE684","120.678"
"SKMEL1","Paclitaxel","6.670"
"SKMEL1","Parthenoli","578.958"
"SKMEL1","PF02341066","154.312"
"SKMEL1","PHA665752","186.847"
"SKMEL1","Pyrimetham","446.984"
"SKMEL1","Rapamycin","5.264"
"SKMEL1","Roscovitin","1758.874"
"SKMEL1","Salubrinal","1386.250"
"SKMEL1","Sorafenib","16.860"
"SKMEL1","STritylLcy","700.118"
"SKMEL1","Sunitinib","136.069"
"SKMEL1","VX680","111.161"
"SKMEL1","WH4023","168.916"
"SKMEL1","WZ184","601.852"
"SKMEL1","XMD885","1650.978"
"SKMEL1","ZLLNleCHO","65.982"
"SKMEL2","17AAG","0.091"
"SKMEL2#","17AAG","8"
"SKMEL24","17AAG","0.140"
"SKMEL24#","17AAG","0.17434343"
"SKMEL24","681640","50.185"
"SKMEL24","A769662","27.791"
"SKMEL24","ABT263","1.605"
"SKMEL24","ABT888","7.770"
"SKMEL24#","AEW541","4.40382957"
"SKMEL24","AICAR","47763.828"
"SKMEL24","AKTinhibit","13.065"
"SKMEL24","AMG706","19.576"
"SKMEL24","AP24534","0.399"
"SKMEL24","ATRA","25.745"
"SKMEL24","Axitinib","41.003"
"SKMEL24#","AZD0530","8"
"SKMEL24","AZD2281","36.499"
"SKMEL24#","AZD6244","2.3126297"
"SKMEL24","AZD6482","168.933"
"SKMEL24","AZD7762","5.715"
"SKMEL24","AZD8055","6.230"
"SKMEL24","BIBW2992","11.154"
"SKMEL24","BID1870","97.941"
"SKMEL24","BIRB0796","247.283"
"SKMEL24","Bosutinib","2.774"
"SKMEL24","BX795","46.994"
"SKMEL24","Camptothec","0.039"
"SKMEL24","CEP701","2.801"
"SKMEL24","CHIR99021","318.448"
"SKMEL24","CI1040","0.329"
"SKMEL24","Cisplatin","43.232"
"SKMEL24","Cytarabine","6.240"
"SKMEL24","DMOG","73989.935"
"SKMEL24","Docetaxel","0.385"
"SKMEL24","Elesclomol","1.076"
"SKMEL24#","Erlotinib","8"
"SKMEL24","Etoposide","98.785"
"SKMEL24","FTI277","77.100"
"SKMEL24","GDC0449","74.219"
"SKMEL24","GDC0941","40.137"
"SKMEL24","Gefitinib","0.339"
"SKMEL24","GW441756","50.315"
"SKMEL24#","Irinotecan","0.17700699"
"SKMEL24","JNK9L","23.950"
"SKMEL24","JNKInhibit","594.576"
"SKMEL24","KU55933","154.558"
"SKMEL24#","L685458","8"
"SKMEL24#","Lapatinib","8"
"SKMEL24#","LBW242","8"
"SKMEL24","Lenalidomi","16.324"
"SKMEL24","Metformin","34304.676"
"SKMEL24","Methotrexa","1.056"
"SKMEL24","Midostauri","41.019"
"SKMEL24#","Nilotinib","6.90313720"
"SKMEL24","Nilotinib","7.587"
"SKMEL24","NSC87877","71.445"
"SKMEL24","NU7441","51.216"
"SKMEL24#","Nutlin3","8"
"SKMEL24","Nutlin3a","9.493"
"SKMEL24","NVPBEZ235","0.518"
"SKMEL24#","Paclitaxel","0.10213217"
"SKMEL24#","Panobinost","0.09970300"
"SKMEL24","PD0325901","0.018"
"SKMEL24#","PD0325901","0.08025264"
"SKMEL24#","PD0332991","8"
"SKMEL24","PD173074","226.716"
"SKMEL24#","PF2341066","8"
"SKMEL24","PF562271","29.244"
"SKMEL24#","PHA665752","8"
"SKMEL24","PLX4720","0.277"
"SKMEL24#","PLX4720","5.15450716"
"SKMEL24#","RAF265","6.28420066"
"SKMEL24","RDEA119","5.546"
"SKMEL24","RO3306","91.522"
"SKMEL24","SB216763","33.887"
"SKMEL24","Shikonin","1.133"
"SKMEL24","SL01011","38.788"
"SKMEL24#","Sorafenib","8"
"SKMEL24#","TAE684","4.19374179"
"SKMEL24","Temsirolim","0.078"
"SKMEL24#","TKI258","8"
"SKMEL24#","Topotecan","0.38891401"
"SKMEL24","Vinblastin","0.032"
"SKMEL24","Vinorelbin","1.764"
"SKMEL24","Vorinostat","54.162"
"SKMEL24","VX702","32.682"
"SKMEL24#","ZD6474","4.02824211"
"SKMEL24","ZM447439","99.586"
"SKMEL2","681640","2.220"
"SKMEL28","17AAG","0.114"
"SKMEL28","681640","11.618"
"SKMEL28","A769662","8.370"
"SKMEL28","ABT263","6.272"
"SKMEL28","ABT888","180.908"
"SKMEL28","AICAR","15321.372"
"SKMEL28","AKTinhibit","52.545"
"SKMEL28","AMG706","54.743"
"SKMEL28","AP24534","7.363"
"SKMEL28","AS601245","60.772"
"SKMEL28","ATRA","34.975"
"SKMEL28","AUY922","2.176"
"SKMEL28","Axitinib","63.282"
"SKMEL28","AZD2281","320.806"
"SKMEL28","AZD6482","35.565"
"SKMEL28","AZD7762","9.471"
"SKMEL28","AZD8055","0.560"
"SKMEL28","BAY613606","284.378"
"SKMEL28","Bexarotene","75.360"
"SKMEL28","BIBW2992","19.163"
"SKMEL28","Bicalutami","45.473"
"SKMEL28","BID1870","5.177"
"SKMEL28","BIRB0796","426.948"
"SKMEL28","Bleomycin","1822.056"
"SKMEL28","BMS754807","137.652"
"SKMEL28","Bosutinib","20.190"
"SKMEL28","Bryostatin","0.367"
"SKMEL28","BX795","21.054"
"SKMEL28","Camptothec","0.017"
"SKMEL28","CEP701","0.328"
"SKMEL28","CHIR99021","21.484"
"SKMEL28","CI1040","0.305"
"SKMEL28","Cisplatin","22.000"
"SKMEL28","Cytarabine","0.799"
"SKMEL28","DMOG","557.769"
"SKMEL28","Docetaxel","0.002"
"SKMEL28","Doxorubici","35.153"
"SKMEL28","Elesclomol","0.080"
"SKMEL28","Embelin","8.429"
"SKMEL28","Epothilone","0.661"
"SKMEL28","Etoposide","176.420"
"SKMEL28","FH535","0.356"
"SKMEL28","FTI277","78.975"
"SKMEL28","GDC0449","264.338"
"SKMEL28","GDC0941","1.559"
"SKMEL28","Gefitinib","6.175"
"SKMEL28","Gemcitabin","84.683"
"SKMEL28","GSK650394","920.036"
"SKMEL28","GW441756","14.168"
"SKMEL28","IPA3","542.739"
"SKMEL28","JNK9L","219.926"
"SKMEL28","JNKInhibit","600.294"
"SKMEL28","KU55933","16.901"
"SKMEL28","Lenalidomi","11.886"
"SKMEL28","LFMA13","1032.831"
"SKMEL28","Metformin","131915.198"
"SKMEL28","Methotrexa","7.349"
"SKMEL28","Midostauri","34.435"
"SKMEL28","MitomycinC","18.803"
"SKMEL28","Nilotinib","40.185"
"SKMEL28","NSC87877","476.718"
"SKMEL28","NU7441","10.742"
"SKMEL28","Nutlin3a","221.776"
"SKMEL28","NVPBEZ235","0.112"
"SKMEL28","ObatoclaxM","1.231"
"SKMEL28","OSI906","64.146"
"SKMEL28","PAC1","10.135"
"SKMEL28","Pazopanib","419.229"
"SKMEL28","PD0325901","0.551"
"SKMEL28","PD173074","7.333"
"SKMEL28","PF562271","213.616"
"SKMEL28","PLX4720","2.354"
"SKMEL28","QS11","524.336"
"SKMEL28","RDEA119","0.116"
"SKMEL28","RO3306","391.477"
"SKMEL28","SB216763","667.005"
"SKMEL28","Shikonin","272.472"
"SKMEL28","SL01011","248.271"
"SKMEL28","Temsirolim","0.131"
"SKMEL28","Thapsigarg","1.907"
"SKMEL28","Tipifarnib","681.524"
"SKMEL28","Vinblastin","0.017"
"SKMEL28","Vinorelbin","0.616"
"SKMEL28","Vorinostat","9.949"
